facility_name,category2,latitude,longitude,land_lot_address,phone_number,operating_hours
사단법인서울특별시미술관협의회,전시/기념관,37.61212183,126.975675,서울특별시 종로구 평창동 465-16,02-6367-7070,정보없음
사당문화회관,영화/연극/공연,37.48471669,126.969613,서울특별시 동작구 사당동 248-6,02-588-4111,"평일 06:00-22:00,토요일 06:00-18:00"
사비나미술관,전시/기념관,37.63019168,126.929193,서울특별시 은평구 진관동 99-8,02-736-4371,10:00-18:00
사비나미술관,전시/기념관,37.57651506,126.984575,서울특별시 종로구 안국동 159,02-736-4371,오전 10시-오후 6시(5시 입장마감)
사유,영화/연극/공연,37.53805103,127.001937,서울특별시 용산구 한남동 682-5,02-2289-9050,11:00-22:00
사육신역사관,전시/기념관,37.51345799,126.949411,서울특별시 동작구 노량진동 152-3,070-7204-3258,9:00-18:00 / 동절기(11월-2월) 9:00-17:30
사직공원,공원,37.57560348,126.967833,서울특별시 종로구 사직동 1-28,02-739-7205,상시개방
산림문학관,전시/기념관,37.55836557,126.989372,서울특별시 중구 예장동 2-20,02-778-1026,10시-17시
산울림소극장,영화/연극/공연,37.5550833,126.930109,서울특별시 마포구 서교동 327-9,02-334-5915,11:00-18:00
살곶이체육공원축구장,대형체육시설,37.55425506,127.049695,서울특별시 성동구 사근동 102-1,02-2286-6090,00:00-24:00
살롱드H,전시/기념관,37.52128158,127.04845,서울특별시 강남구 청담동 31-2,,정보없음
삼모아트센터,영화/연극/공연,37.48231224,126.929023,서울특별시 관악구 신림동 1638-1,02-883-2667,"월-금: 오전9시-오후5시30분,토요일: 오전9시30분-오후3시"
삼익아트홀,영화/연극/공연,37.51404673,127.029551,서울특별시 강남구 논현동 58-3,0507-1422-1300,00:00-24:00
삼일로갤러리,전시/기념관,37.56347814,126.987985,서울특별시 중구 저동1가 20-2,02-3789-9640,09:00-18:00
삼일로창고극장,영화/연극/공연,37.56347814,126.987985,서울특별시 중구 저동1가 20-2,02-3789-9640,매일 09:00-18:00
삼정스포렉스,대형체육시설,37.60952,126.9217,서울특별시 은평구 대조동 231,02-357-1979,09:00-24:00 새벽시간에도 게임가능
삼정스포츠,대형체육시설,37.60952,126.9217,서울특별시 은평구 대조동 231,02-357-1979,09:00-24:00 새벽시간에도 게임가능
삼주골프연습장,대형체육시설,37.47754335,126.899549,서울특별시 금천구 독산동 954-1,02-857-0500,정보없음
삼청공원,공원,37.58853917,126.985932,서울특별시 종로구 삼청동 산 2-1,02-2148-4150,상시개방
삼청공원유아숲체험장,관광지,37.58797869,126.984087,서울특별시 종로구 삼청동 산 2-2,02-731-0320,상시개방
상도공원서울유아숲체험현장,관광지,37.49925322,126.948006,서울특별시 동작구 상도동 533-3,02-820-1639,상시개방
상도근린공원유아숲체험장,관광지,37.49925322,126.948006,서울특별시 동작구 상도동 533-3,02-820-1639,상시개방
상명대학교박물관,전시/기념관,37.61058458,126.975762,서울특별시 종로구 평창동 577-7,02-781-7920,월-금 10:00-17:00(16:30까지 입장가능)
상명대학교박물관,전시/기념관,37.60410891,126.955159,서울특별시 종로구 홍지동 7-1,02-781-7920,평일 10:00-17:00  하계방학기간 이용시간 10:00-15:00
상명아트센터,영화/연극/공연,37.60410891,126.955159,서울특별시 종로구 홍지동 7-1,02-2287-7186,09:00-22:00
상명아트센터계당홀,영화/연극/공연,37.60410891,126.955159,서울특별시 종로구 홍지동 7-1,02-2287-7186,00:00-24:00
상명아트센터콘서트홀,영화/연극/공연,37.60410891,126.955159,서울특별시 종로구 홍지동 7-1,02-2287-7186,공연일정문의
상명아트홀2관,영화/연극/공연,37.58337305,127.002736,서울특별시 종로구 동숭동 1-38,02-2075-2173,정보없음
상상나눔씨어터,영화/연극/공연,37.49998807,126.884098,서울특별시 구로구 구로동 501,1661-5054,정보없음
상상유니브,영화/연극/공연,37.56386259,126.966155,서울특별시 서대문구 미근동 21-1,02-362-9825,10:00-22:00
상암디지털공연장,영화/연극/공연,37.57701082,126.8901,서울특별시 마포구 상암동 1651,070-7565-7286,정보없음
상원미술관,전시/기념관,37.61162836,126.976569,서울특별시 종로구 평창동 456-5,02-396-3185,10:30-17:30
상원스포월드 골프장,대형체육시설,37.61128641,126.916477,서울특별시 은평구 구산동 1-24,02-383-4842,"평일 08:00-23:00,주말, 공휴일 10:00-18:00"
상표디자인권전,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-3459-2794,10:00-17:00
새김아트한국전각예술원,영화/연극/공연,37.58797869,126.984087,서울특별시 종로구 삼청동 산 2-2,02-732-5515,정보없음
새한스크린골프연습장,대형체육시설,37.57506253,127.072572,서울특별시 동대문구 장안동 310-8,02-2216-0252,00:00-24:00
새힘아트홀,영화/연극/공연,37.58814536,127.052407,서울특별시 동대문구 회기동 66-1,,정보없음
샘터화랑,전시/기념관,37.52616492,127.0448,서울특별시 강남구 청담동 80-17,02-514-5122,"월-금 10:00-18:00,토요일 10:00-17:00"
생각꿈틀미술관,전시/기념관,37.47233002,127.043005,서울특별시 서초구 양재동 309,02-578-0270,10:00-18:00
생각하는박물관,전시/기념관,37.58259927,126.987408,서울특별시 종로구 계동 2-59,02-723-7814,10:00-18:00
생명과학박물관,전시/기념관,37.52392536,126.872015,서울특별시 양천구 목동 405-207,02-2654-8887,10:00-18:00
샬트르성바오로수녀회역사박물관,전시/기념관,37.56222799,126.987827,서울특별시 중구 명동2가 1-6,02-3706-3255,"오전 10:00-11:30, 오후 13:30-16:30"
서강대학교박물관,전시/기념관,37.55146931,126.943025,서울특별시 마포구 신수동 1-1,02-705-8215,평일 10:00-15:00(12-13 휴게시간)
서강대학교스티브김아트홀,영화/연극/공연,37.55146931,126.943025,서울특별시 마포구 신수동 1-1,02-705-8743,정보없음
서경대학교공연예술센터,영화/연극/공연,37.58352506,127.00215,서울특별시 종로구 혜화동 179-4,02-742-6767,공연마다 상이
서교스퀘어,영화/연극/공연,37.55081382,126.916494,서울특별시 마포구 서교동 494,02-6351-7531,오전 10시-오후 10시
서교예술실험센터,영화/연극/공연,37.55248121,126.920947,서울특별시 마포구 서교동 369-8,02-333-0246,11:00-20:00 예술다방 운영
서달산수목학습원,관광지,37.4991608,126.958822,서울특별시 동작구 흑석동 330,02-820-1639,상시개방
서달산유아숲체험장,관광지,37.49877155,126.956744,서울특별시 동작구 상도동 산 49-36,02-820-1639,상시개방
서대문독립공원,공원,37.57460851,126.955612,서울특별시 서대문구 현저동 101,02-3140-8305,00:00-24:00
서대문돌산구장,대형체육시설,37.60293469,126.947004,서울특별시 서대문구 홍은동 10-177,02-360-8690,"주중 :06:00-21:00, 주말 :06:00-21:00"
서대문문화체육회관,영화/연극/공연,37.58075973,126.931557,서울특별시 서대문구 홍은동 산 26-155,02-3217-1592,정보없음
서대문문화회관,영화/연극/공연,37.58617841,126.926489,서울특별시 서대문구 홍은동 331-9,02-360-8612,평일 9:00-18:00
서대문아트홀,영화/연극/공연,37.5653582,126.964771,서울특별시 서대문구 충정로2가 76,031-403-3826,정보없음
서대문자연사박물관,전시/기념관,37.57675199,126.937858,서울특별시 서대문구 연희동 141-52,02-330-8899,"3월-10월 평일 09:00-18:00 17시까지 가능,토요일·공휴일 09:00-19:00 18시까지 가능,11월-2월 평일 09:00-17:00 16시까지 가능,토요일·공휴일 09:00-18:00 17시까지 가능"
서대문형무소역사관,전시/기념관,37.57460851,126.955612,서울특별시 서대문구 현저동 101,02-360-8590,"여름철(3월-10월): 09:30-18:00,겨울철(11월-2월): 09:30-17:00,입장 마감은 관람 종료 30분 전,주말 및 공휴일 사전예약 필수"
서서울미술관(2024년예정),전시/기념관,37.45807525,126.894936,서울특별시 금천구 독산동 1151,,정보없음
서소문성지역사박물관,전시/기념관,37.56056785,126.968867,서울특별시 중구 의주로2가 16-4,02-3147-2401,09:30-17:30
서연아트홀,영화/연극/공연,37.58390331,127.000575,서울특별시 종로구 명륜2가 21-10,070-5180-5956,매일11:00-20:00
서오릉공원서울유아숲체험현장,관광지,37.6374225,126.912727,서울특별시 은평구 진관동 387-3,02-359-0090,정보없음
서완소극장,영화/연극/공연,37.58420677,127.000444,서울특별시 종로구 명륜2가 21-23,070-8613-1239,정보없음
서울갤러리,전시/기념관,37.56741989,126.977874,서울특별시 중구 태평로1가 25,02-2000-9777,09:00-18:00
서울공예박물관,전시/기념관,37.57664817,126.983533,서울특별시 종로구 안국동 175-112,02-6450-7000,10:00-18:00 
서울광장,공원,37.56533387,126.977698,서울특별시 중구 태평로2가 17-3,02-2133-5627,00:00-24:00
서울교육박물관,전시/기념관,37.58126545,126.98387,서울특별시 종로구 화동 2,02-2011-5780,평일 : 09:00-18:00 / 토ㆍ일요일 : 09:00-17:00
서울교통공사교육문화센터,영화/연극/공연,37.56118603,127.056399,서울특별시 성동구 용답동 223-5,02-6110-8012,정보없음
서울국제도서전,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-733-8402,11:00-18:00 
서울국제문구전시회,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-2278-7891,10:00-18:00 
서울국제발명전시회,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-3459-2843,10:00-18:00 
서울국제수산식품전시회,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6000-2804,"2022. 05. 18(수)-20(금), 3일간 (수요일,목요일 10:00-17:00 / 금요일 10:00-16:00)"
서울국제스포츠레저산업전,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-555-7153,2022년 2월17일(목)-20일(일) 4일간/10:00-18:00 (단 마지막날은 17:00까지)
서울국제오디오쇼,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-582-9847,10:00-18:00(입장마감 17:30)
서울국제유아교육전&키즈페어,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-3453-8887,10:00-18:00
서울국제주류와인박람회,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-761-2516,"2023.6.22(목)-24(토), 11시-19시"
서울국제치과기자재전시회,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-498-9146,오전 9시 30분-오후 6시 
서울국제화장품앤미용산업박람회,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-761-2512,10:00-18:00
서울기록원,전시/기념관,37.60722537,126.934431,서울특별시 은평구 녹번동 7-1,02-350-5601,10:00-17:00
서울남산국악당,영화/연극/공연,37.55954227,126.994739,서울특별시 중구 필동2가 84-1,02-2261-0500,공연일정확인
서울놀이마당,전시/기념관,37.50936664,127.098198,서울특별시 송파구 잠실동 47,02-414-1985,정보없음
서울대학교미술관,전시/기념관,37.46803806,126.959294,서울특별시 관악구 신림동 산 56-1,02-880-9504,10:00-18:00
서울대학교병원의학박물관,전시/기념관,37.58045239,126.997196,서울특별시 종로구 연건동 28-21,02-740-8799,평일 10:00-17:00
서울도시건축센터,전시/기념관,37.56853308,126.968747,서울특별시 종로구 신문로2가 6,02-739-2900,관람시간 10:00-18:00
서울도시건축전시관,전시/기념관,37.56688375,126.976702,서울특별시 중구 태평로1가 60-6,02-736-8050,10:00-18:00
서울도시재생이야기관,전시/기념관,37.56917079,126.968714,서울특별시 종로구 신문로2가 7-3,070-4160-3963,10:00-19:00
서울돈화문국악당,영화/연극/공연,37.57727785,126.990671,서울특별시 종로구 와룡동 12-2,02-3210-7001,정보없음
서울로7017,공원,37.557546,126.976608,서울특별시 중구 남대문로5가 67-4 서울특별시로7017편의시설,02-313-7017,00:00-24:00
서울로미디어캔버스,전시/기념관,37.55663319,126.968148,서울특별시 중구 만리동1가 38,02-2133-2712,전시일정확인
서울리빙디자인페어,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-2262-7193,10:30-19:00
서울마리나,대형레저시설,37.53481462,126.911584,서울특별시 영등포구 여의도동 81-8,0507-1402-8400,매일 10:00-22:00
서울머니쇼,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-780-1040,정보없음
서울메트로미술관,전시/기념관,37.57603202,126.973347,서울특별시 종로구 적선동 88-1,1577-1234,07:00-22:00
서울무용센터,영화/연극/공연,37.58322816,126.927739,서울특별시 서대문구 홍은동 304-1,02-304-9100,09:00-18:00
서울무형문화재,전시/기념관,37.57876715,126.985743,서울특별시 종로구 재동 53-1,02-745-6444,정보없음
서울무형문화재교육전시장,전시/기념관,37.57693514,126.991105,서울특별시 종로구 권농동 127-4,0507-1337-6444,10:00-17:00
서울문화예술대학교,영화/연극/공연,37.58034485,127.004258,서울특별시 종로구 동숭동 1-149,1588-7101,정보없음
서울뮤직홀,영화/연극/공연,37.60461491,126.963838,서울특별시 종로구 평창동 595,02-3216-0286,정보없음
서울사진미술관(2023년12월예정),전시/기념관,37.65552277,127.048958,서울특별시 도봉구 창동 1-7,,정보없음
서울새활용플라자,영화/연극/공연,37.55868506,127.057851,서울특별시 성동구 용답동 250-14,02-2153-0400,월-금 10:00-18:00
서울생활사박물관,전시/기념관,37.62017392,127.076936,서울특별시 노원구 공릉동 622,02-3399-2900,9:00-18:00(입장마감 : 오후 5시 30분)
서울숲,공원,37.54546216,127.03933,서울특별시 성동구 성수동1가 720,02-460-2905,생태숲 05:30-21:30
서울숲공원가족마당,영화/연극/공연,37.54546216,127.03933,서울특별시 성동구 성수동1가 720,02-460-2905,00:00-24:00
서울숲수도박물관,전시/기념관,37.53982701,127.042263,서울특별시 성동구 성수동1가 642-1,02-3146-5921,"평일 10:00-19:00 동절기,평일 10:00-20:00 하절기,주말 10:00-18:00 동절기, 공휴일,주말 10:00-19:00 하절기, 공휴일"
서울숲유아숲체험장,관광지,37.54307015,127.041799,서울특별시 성동구 성수동1가 685-20,02-460-2905,상시개방
서울스윙아트홀,영화/연극/공연,37.55918855,126.920883,서울특별시 마포구 연남동 568-51,,19:00-23:30
서울스포츠과학관,전시/기념관,37.59269721,127.073026,서울특별시 중랑구 상봉동 136-18,02-490-2700,09:00-18:00
서울시네마테크,관광지,37.5641882,126.99211,서울특별시 중구 초동 64-11,,정보없음
서울시립과학관,전시/기념관,37.64199411,127.077437,서울특별시 노원구 하계동 21,02-970-4500,오전 09:30-오후 5:30
